Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Start_Date,End_Date,Trip_Duration,Start_Month,Start_Year,Travel_Class,Price_Multiplier
Varanasi,Hyderabad,1199,96.72,No,Car,Budget,Non-Veg,14,2,50465.73,Sunny,Business,Yes,No,18-07-2024,01-08-2024,14,7,2024,Economy,1
Kerala,Lucknow,2684,105.27,No,Train,Budget,Veg,3,1,11977.32,Cloudy,Vacation,Yes,No,19-04-2024,22-04-2024,3,4,2024,EconomyA,1.4
Bhopal,Udaipur,577,110.67,Yes,Car,Standard,Veg,7,1,40692.07,Cloudy,Vacation,No,No,02-12-2024,09-12-2024,7,12,2024,Economy,1
Jaipur,Lucknow,627,108.31,No,Bus,Budget,Non-Veg,13,5,67324.26,Rainy,Vacation,Yes,No,09-12-2024,22-12-2024,13,12,2024,Non-AC Sleeper,1.1
Kerala,Surat,1734,108.19,No,Train,Standard,Non-Veg,6,1,23930.8,Rainy,Vacation,No,No,10-06-2024,16-06-2024,6,6,2024,2A,1.2
Chennai,Lucknow,2180,103.88,No,Flight,Luxury,Non-Veg,4,1,42900.57,Cloudy,Weekend,No,No,12-10-2024,16-10-2024,4,10,2024,Business,1.8
Goa,Pune,439,95.66,No,Train,Luxury,Mixed,12,3,222039.86,Cloudy,Vacation,No,No,23-08-2025,04-09-2025,12,8,2025,3A,1
Hyderabad,Lucknow,1292,111.76,No,Flight,Luxury,Non-Veg,2,5,134081.82,Sunny,Festival,No,No,14-12-2024,16-12-2024,2,12,2024,Economy,1
Agra,Jaipur,285,95.72,Yes,Bus,Standard,Mixed,15,1,92994.48,Cloudy,Festival,No,No,08-01-2025,23-01-2025,15,1,2025,AC Seater,1.15
Bangalore,Nagpur,1219,103.91,No,Flight,Budget,Veg,8,5,121895.11,Sunny,Weekend,No,Yes,21-09-2024,29-09-2024,8,9,2024,Premium Economy,1.3
Bangalore,Kolkata,1776,102.07,No,Train,Standard,Vegan,8,1,43030.62,Cloudy,Vacation,No,No,30-03-2025,07-04-2025,8,3,2025,EconomyA,1.4
Chandigarh,Varanasi,1041,94.26,No,Train,Standard,Veg,5,1,18136.51,Cloudy,Vacation,No,Yes,19-06-2025,24-06-2025,5,6,2025,SL,0.7
Chandigarh,Goa,2260,94.75,No,Flight,Standard,Non-Veg,13,3,216198.3,Rainy,Weekend,No,No,06-07-2025,19-07-2025,13,7,2025,Economy,1
Kolkata,Delhi,1443,106.55,No,Flight,Standard,Veg,8,3,146675.15,Sunny,Business,No,Yes,26-11-2024,04-12-2024,8,11,2024,Business,1.8
Jaipur,Kolkata,1679,108.14,No,Train,Luxury,Veg,13,2,213625.13,Sunny,Weekend,No,Yes,05-05-2025,18-05-2025,13,5,2025,3A,1
Rishikesh,Delhi,226,97.43,No,Bus,Standard,Mixed,7,3,65236.75,Sunny,Vacation,Yes,No,28-01-2025,04-02-2025,7,1,2025,Non-AC Seater,1
Ahmedabad,Delhi,992,97.56,No,Car,Luxury,Mixed,7,5,244285.01,Sunny,Business,No,Yes,24-12-2024,31-12-2024,7,12,2024,Economy,1
Chandigarh,Bhopal,1027,95.2,No,Train,Budget,Mixed,13,5,92610.25,Rainy,Vacation,No,No,01-10-2024,14-10-2024,13,10,2024,2A,1.2
Indore,Udaipur,378,107.23,No,Car,Budget,Veg,10,4,47914.68,Cloudy,Weekend,No,No,09-10-2024,19-10-2024,10,10,2024,Economy,1
Pune,Rishikesh,1732,109.4,No,Train,Luxury,Veg,8,2,137247.28,Sunny,Festival,No,Yes,31-01-2025,08-02-2025,8,1,2025,EconomyA,1.4
Rishikesh,Varanasi,874,96.61,No,Flight,Standard,Vegan,2,1,18820.19,Cloudy,Festival,No,Yes,13-06-2024,15-06-2024,2,6,2024,Economy,1
Hyderabad,Rishikesh,1894,110.78,No,Flight,Standard,Veg,4,2,72715.93,Rainy,Weekend,No,No,31-08-2025,04-09-2025,4,8,2025,Business,1.8
Pune,Agra,1214,108.72,Yes,Flight,Resort,Veg,14,2,377464.06,Cloudy,Vacation,No,No,17-01-2025,31-01-2025,14,1,2025,Economy,1
Kolkata,Udaipur,1938,105.7,No,Train,Standard,Non-Veg,3,2,25478.43,Sunny,Weekend,Yes,No,05-06-2025,08-06-2025,3,6,2025,SL,0.7
Ahmedabad,Delhi,1055,98.69,No,Train,Standard,Veg,15,2,115145.87,Cloudy,Business,Yes,No,15-07-2024,30-07-2024,15,7,2024,SL,0.7
Udaipur,Goa,1234,108.59,No,Flight,Standard,Veg,5,2,55849.48,Rainy,Vacation,No,No,26-08-2025,31-08-2025,5,8,2025,Premium Economy,1.3
Nagpur,Mumbai,921,104.86,No,Train,Standard,Veg,12,2,95644.16,Sunny,Business,No,Yes,28-03-2024,09-04-2024,12,3,2024,EconomyA,1.4
Jaipur,Chandigarh,523,109.27,No,Car,Standard,Vegan,4,3,44923.13,Sunny,Vacation,No,No,17-06-2025,21-06-2025,4,6,2025,Economy,1
Kolkata,Indore,1474,104.78,No,Flight,Luxury,Veg,15,1,105502.81,Sunny,Weekend,No,No,30-03-2025,14-04-2025,15,3,2025,Economy,1
Varanasi,Kolkata,773,97.09,No,Train,Luxury,Mixed,2,1,19177.2,Rainy,Business,Yes,No,28-06-2024,30-06-2024,2,6,2024,SL,0.7
Varanasi,Kolkata,737,98.73,No,Train,Standard,Veg,13,2,88088.27,Cloudy,Vacation,No,No,23-10-2024,05-11-2024,13,10,2024,2A,1.2
Delhi,Kolkata,1651,95.85,No,Flight,Budget,Veg,2,3,44509.56,Cloudy,Weekend,Yes,No,04-04-2024,06-04-2024,2,4,2024,Economy,1
Hyderabad,Agra,1278,111.99,No,Flight,Standard,Veg,12,1,38173.47,Sunny,Vacation,Yes,Yes,19-06-2025,01-07-2025,12,6,2025,Premium Economy,1.3
Kerala,Hyderabad,978,108.59,No,Train,Luxury,Mixed,7,1,74165.52,Cloudy,Weekend,No,Yes,06-08-2024,13-08-2024,7,8,2024,2A,1.2
Kerala,Rishikesh,2641,106.57,No,Flight,Resort,Veg,10,3,345027.77,Rainy,Festival,Yes,Yes,11-11-2024,21-11-2024,10,11,2024,Economy,1
Bangalore,Goa,492,101.83,No,Flight,Standard,Non-Veg,10,3,124648.23,Cloudy,Vacation,Yes,No,27-07-2024,06-08-2024,10,7,2024,Economy,1
Rishikesh,Pune,1664,96.08,No,Train,Standard,Veg,5,2,36289.45,Cloudy,Festival,No,No,17-02-2025,22-02-2025,5,2,2025,SL,0.7
Hyderabad,Chennai,659,110.92,No,Train,Luxury,Veg,11,3,205318.04,Rainy,Vacation,Yes,No,22-01-2025,02-02-2025,11,1,2025,3A,1
Chandigarh,Lucknow,701,96.06,No,Car,Budget,Veg,5,5,31843.9,Rainy,Weekend,No,No,07-05-2024,12-05-2024,5,5,2024,Economy,1
Kerala,Nagpur,1624,106.83,No,Train,Budget,Veg,6,2,19759.36,Cloudy,Weekend,No,No,18-01-2025,24-01-2025,6,1,2025,EconomyA,1.4
Ahmedabad,Delhi,1053,96.16,No,Flight,Budget,Veg,15,2,72530.04,Snowy,Festival,No,Yes,03-10-2024,18-10-2024,15,10,2024,Economy,1
Chandigarh,Kolkata,1717,96.73,No,Train,Standard,Mixed,13,1,41292.19,Rainy,Weekend,No,Yes,21-02-2024,05-03-2024,13,2,2024,2A,1.2
Kolkata,Ahmedabad,1895,105.86,No,Flight,Standard,Veg,2,1,23130.58,Rainy,Weekend,No,No,07-08-2025,09-08-2025,2,8,2025,Economy,1
Pune,Delhi,1288,105.3,No,Train,Budget,Veg,10,1,16633.07,Sunny,Business,No,No,08-11-2024,18-11-2024,10,11,2024,EconomyA,1.4
Jaipur,Lucknow,650,109.33,No,Bus,Standard,Non-Veg,9,1,30898.41,Cloudy,Vacation,Yes,No,15-09-2024,24-09-2024,9,9,2024,AC Seater,1.15
Chandigarh,Bangalore,2650,95.19,No,Train,Luxury,Non-Veg,11,4,361747.19,Rainy,Business,No,Yes,15-01-2024,26-01-2024,11,1,2024,EconomyA,1.4
Bangalore,Mumbai,1105,100.27,No,Train,Standard,Veg,7,2,50822.72,Cloudy,Weekend,No,No,12-02-2025,19-02-2025,7,2,2025,2A,1.2
Goa,Rishikesh,1970,96.05,No,Train,Standard,Veg,7,3,101085.27,Sunny,Weekend,No,Yes,23-10-2024,30-10-2024,7,10,2024,3A,1
Hyderabad,Goa,582,107.39,No,Train,Budget,Mixed,5,1,10228.9,Rainy,Weekend,No,No,20-06-2024,25-06-2024,5,6,2024,SL,0.7
Nagpur,Delhi,997,108.82,No,Flight,Budget,Veg,6,3,64241.82,Sunny,Vacation,No,Yes,04-03-2024,10-03-2024,6,3,2024,Business,1.8
Bangalore,Lucknow,2119,104.97,No,Car,Budget,Vegan,10,5,56777.6,Cloudy,Vacation,Yes,No,30-08-2025,09-09-2025,10,8,2025,Economy,1
Agra,Chennai,1928,96.15,No,Train,Budget,Vegan,14,3,81227.23,Cloudy,Business,No,No,23-12-2024,06-01-2025,14,12,2024,EconomyA,1.4
Agra,Delhi,213,95.69,No,Bus,Resort,Mixed,12,1,134163.45,Cloudy,Business,No,No,27-05-2024,08-06-2024,12,5,2024,Non-AC Seater,1
Nagpur,Varanasi,763,105.71,No,Flight,Budget,Mixed,10,1,23252.74,Sunny,Vacation,No,Yes,22-04-2024,02-05-2024,10,4,2024,Economy,1
Kolkata,Goa,2165,107.35,No,Train,Standard,Non-Veg,10,3,100318.62,Sunny,Vacation,No,Yes,21-11-2024,01-12-2024,10,11,2024,EconomyA,1.4
Hyderabad,Kerala,1016,111.77,Yes,Train,Standard,Vegan,9,1,38527.29,Sunny,Weekend,No,Yes,17-12-2024,26-12-2024,9,12,2024,EconomyA,1.4
Agra,Chennai,2227,97.69,No,Car,Standard,Veg,11,3,113302.77,Sunny,Weekend,Yes,Yes,06-07-2025,17-07-2025,11,7,2025,Economy,1
Jaipur,Surat,917,107.75,No,Train,Budget,Veg,8,1,10923.73,Rainy,Weekend,Yes,No,04-06-2024,12-06-2024,8,6,2024,SL,0.7
Chennai,Nagpur,1132,102.14,No,Car,Standard,Non-Veg,9,3,88272.28,Sunny,Vacation,No,Yes,18-08-2025,27-08-2025,9,8,2025,Economy,1
Lucknow,Rishikesh,570,98.63,No,Car,Budget,Non-Veg,5,5,31186.9,Sunny,Vacation,Yes,No,03-02-2025,08-02-2025,5,2,2025,Economy,1
Lucknow,Varanasi,307,98.82,No,Train,Luxury,Veg,9,1,89581.28,Sunny,Weekend,No,No,31-08-2024,09-09-2024,9,8,2024,EconomyA,1.4
Bangalore,Ahmedabad,1373,104.9,No,Train,Resort,Mixed,15,2,223960.01,Rainy,Weekend,No,No,16-07-2024,31-07-2024,15,7,2024,3A,1
Bhopal,Surat,550,109.89,No,Train,Standard,Non-Veg,9,1,26792.09,Sunny,Weekend,Yes,Yes,07-04-2025,16-04-2025,9,4,2025,3A,1
Nagpur,Rishikesh,1349,105.94,Yes,Flight,Standard,Veg,12,1,60019.91,Rainy,Festival,No,Yes,29-05-2024,10-06-2024,12,5,2024,Economy,1
Mumbai,Agra,1419,109.03,Yes,Train,Budget,Vegan,5,1,11939.65,Sunny,Weekend,No,No,16-01-2024,21-01-2024,5,1,2024,SL,0.7
Nagpur,Surat,870,109.11,No,Flight,Standard,Veg,7,2,48337.02,Sunny,Weekend,No,Yes,12-05-2025,19-05-2025,7,5,2025,Business,1.8
Nagpur,Rishikesh,1328,104.84,No,Train,Budget,Veg,15,3,69992.09,Sunny,Weekend,Yes,No,21-11-2024,06-12-2024,15,11,2024,3A,1
Agra,Delhi,233,98.03,No,Train,Standard,Non-Veg,10,4,140679.21,Cloudy,Business,Yes,Yes,08-05-2025,18-05-2025,10,5,2025,EconomyA,1.4
Pune,Bhopal,897,104.14,No,Train,Luxury,Non-Veg,2,1,14963.24,Sunny,Vacation,Yes,Yes,21-06-2025,23-06-2025,2,6,2025,SL,0.7
Hyderabad,Mumbai,753,107.3,No,Flight,Resort,Mixed,11,1,176021.51,Sunny,Business,No,No,07-04-2024,18-04-2024,11,4,2024,Premium Economy,1.3
Kerala,Varanasi,2517,105.59,No,Flight,Standard,Mixed,6,3,99205.09,Sunny,Vacation,Yes,No,12-06-2025,18-06-2025,6,6,2025,Premium Economy,1.3
Chandigarh,Udaipur,1089,95.63,No,Flight,Budget,Veg,4,2,30293.6,Sunny,Festival,Yes,No,21-03-2025,25-03-2025,4,3,2025,Business,1.8
Chennai,Jaipur,1822,103.13,Yes,Train,Standard,Veg,15,2,149772.59,Sunny,Vacation,No,No,15-02-2024,01-03-2024,15,2,2024,SL,0.7
Goa,Hyderabad,595,96.43,No,Car,Luxury,Vegan,13,1,125950.79,Sunny,Business,No,Yes,02-06-2024,15-06-2024,13,6,2024,Economy,1
Goa,Chandigarh,2197,97.86,No,Train,Luxury,Veg,15,5,349732.76,Sunny,Weekend,No,No,13-10-2024,28-10-2024,15,10,2024,3A,1
Delhi,Agra,237,96.33,Yes,Train,Budget,Veg,7,3,36140.74,Sunny,Festival,No,No,27-01-2025,03-02-2025,7,1,2025,3A,1
Agra,Kerala,2424,96.79,Yes,Bus,Luxury,Vegan,8,1,89548.65,Rainy,Vacation,Yes,No,25-08-2024,02-09-2024,8,8,2024,AC Seater,1.15
Pune,Indore,600,106.69,No,Flight,Standard,Vegan,5,1,24258.58,Sunny,Vacation,No,Yes,08-01-2024,13-01-2024,5,1,2024,Economy,1
Kerala,Udaipur,2140,106.05,No,Flight,Standard,Mixed,8,3,116200.43,Rainy,Vacation,Yes,No,28-06-2024,06-07-2024,8,6,2024,Business,1.8
Mumbai,Jaipur,1265,109.7,No,Flight,Budget,Non-Veg,2,1,17274.31,Sunny,Weekend,No,No,30-08-2025,01-09-2025,2,8,2025,Premium Economy,1.3
Varanasi,Bhopal,741,97.19,No,Car,Standard,Non-Veg,11,5,181662.02,Sunny,Festival,No,No,22-02-2025,05-03-2025,11,2,2025,Economy,1
Goa,Hyderabad,594,95.25,No,Car,Budget,Vegan,15,1,27841.96,Rainy,Business,No,Yes,29-08-2024,13-09-2024,15,8,2024,Economy,1
Kolkata,Mumbai,1951,104.84,No,Flight,Budget,Mixed,6,3,100539.48,Cloudy,Business,No,No,28-07-2025,03-08-2025,6,7,2025,Business,1.8
Nagpur,Surat,798,108.71,No,Train,Budget,Non-Veg,8,4,43847.87,Cloudy,Vacation,No,No,05-10-2024,13-10-2024,8,10,2024,SL,0.7
Ahmedabad,Chennai,1493,95.8,No,Train,Budget,Veg,12,4,102373.33,Cloudy,Business,No,No,14-03-2025,26-03-2025,12,3,2025,SL,0.7
Hyderabad,Surat,800,110.62,No,Flight,Budget,Non-Veg,11,2,49715.34,Sunny,Weekend,No,Yes,01-02-2025,12-02-2025,11,2,2025,Economy,1
Surat,Kerala,1679,97.17,No,Flight,Budget,Mixed,8,3,69858.02,Cloudy,Vacation,No,No,20-03-2025,28-03-2025,8,3,2025,Economy,1
Rishikesh,Kolkata,1430,94.37,No,Train,Standard,Veg,7,5,149351.15,Rainy,Weekend,No,No,09-05-2025,16-05-2025,7,5,2025,SL,0.7
Indore,Rishikesh,1031,110.38,No,Flight,Standard,Vegan,3,1,20996.78,Cloudy,Vacation,No,No,28-12-2024,31-12-2024,3,12,2024,Business,1.8
Chandigarh,Varanasi,1016,95.14,No,Train,Luxury,Non-Veg,7,2,103253.11,Sunny,Weekend,No,Yes,19-06-2025,26-06-2025,7,6,2025,SL,0.7
Mumbai,Lucknow,1457,106.69,No,Flight,Budget,Vegan,14,2,61165.49,Sunny,Vacation,Yes,Yes,13-07-2024,27-07-2024,14,7,2024,Premium Economy,1.3
Goa,Bhopal,1151,97.53,No,Flight,Resort,Veg,5,3,190799.94,Sunny,Business,No,Yes,23-04-2025,28-04-2025,5,4,2025,Premium Economy,1.3
Hyderabad,Varanasi,1328,108.41,No,Flight,Budget,Non-Veg,12,1,26044.54,Sunny,Weekend,No,Yes,18-04-2024,30-04-2024,12,4,2024,Premium Economy,1.3
Goa,Lucknow,1609,95.41,No,Flight,Standard,Vegan,2,1,24907.89,Sunny,Weekend,No,Yes,18-01-2025,20-01-2025,2,1,2025,Business,1.8
Kolkata,Pune,1674,107.5,No,Flight,Budget,Veg,13,1,24405.03,Sunny,Weekend,No,Yes,28-03-2025,10-04-2025,13,3,2025,Business,1.8
Nagpur,Goa,1074,106.76,No,Flight,Standard,Non-Veg,4,2,60867.8,Sunny,Festival,No,Yes,28-04-2025,02-05-2025,4,4,2025,Premium Economy,1.3
Goa,Jaipur,1708,97.64,No,Flight,Budget,Veg,8,1,25019.11,Rainy,Vacation,No,No,09-04-2024,17-04-2024,8,4,2024,Premium Economy,1.3
Chennai,Kolkata,1747,105.55,No,Train,Luxury,Vegan,2,1,16564.55,Sunny,Weekend,Yes,No,29-08-2025,31-08-2025,2,8,2025,EconomyA,1.4
Udaipur,Kolkata,1871,107.97,No,Train,Budget,Veg,10,1,16450.73,Sunny,Business,Yes,Yes,22-10-2024,01-11-2024,10,10,2024,EconomyA,1.4
Bangalore,Chandigarh,2450,102.26,No,Train,Luxury,Veg,13,3,290482.27,Cloudy,Festival,No,No,10-12-2024,23-12-2024,13,12,2024,EconomyA,1.4
Surat,Udaipur,499,97.01,No,Train,Standard,Veg,10,4,120983.33,Sunny,Festival,No,No,19-06-2024,29-06-2024,10,6,2024,2A,1.2
Surat,Chandigarh,1416,96.14,No,Flight,Standard,Vegan,4,1,22236.82,Sunny,Vacation,Yes,No,31-03-2024,04-04-2024,4,3,2024,Premium Economy,1.3
Mumbai,Hyderabad,885,105.61,No,Flight,Standard,Veg,4,2,43190.81,Cloudy,Weekend,Yes,Yes,10-01-2024,14-01-2024,4,1,2024,Economy,1
Udaipur,Kolkata,1911,109.76,No,Train,Budget,Veg,2,3,18262.84,Rainy,Business,Yes,No,18-06-2025,20-06-2025,2,6,2025,2A,1.2
Chandigarh,Chennai,2798,94.99,No,Train,Budget,Non-Veg,11,2,40026.75,Cloudy,Weekend,No,No,06-03-2025,17-03-2025,11,3,2025,SL,0.7
Mumbai,Udaipur,853,107.19,No,Train,Budget,Veg,7,2,23444.62,Rainy,Weekend,No,Yes,13-07-2025,20-07-2025,7,7,2025,3A,1
Mumbai,Pune,163,108.04,No,Bus,Standard,Vegan,7,3,42290.58,Rainy,Weekend,Yes,Yes,25-10-2024,01-11-2024,7,10,2024,Non-AC Sleeper,1.1
Goa,Kolkata,2350,96.47,No,Flight,Budget,Veg,5,3,81341.23,Sunny,Business,Yes,Yes,05-06-2024,10-06-2024,5,6,2024,Business,1.8
Pune,Delhi,1432,106.62,No,Flight,Standard,Vegan,2,4,75802.48,Sunny,Vacation,No,Yes,24-06-2025,26-06-2025,2,6,2025,Business,1.8
Ahmedabad,Nagpur,765,98.49,No,Bus,Standard,Veg,10,4,93424.02,Rainy,Vacation,No,No,07-07-2024,17-07-2024,10,7,2024,Non-AC Seater,1
Ahmedabad,Udaipur,273,98.52,Yes,Train,Standard,Veg,3,5,57250.02,Rainy,Vacation,Yes,No,18-01-2024,21-01-2024,3,1,2024,3A,1
Agra,Chandigarh,457,96.49,No,Train,Standard,Veg,11,4,93568.72,Rainy,Weekend,Yes,No,25-10-2024,05-11-2024,11,10,2024,SL,0.7
Rishikesh,Mumbai,1506,94.5,No,Car,Standard,Veg,7,1,32752.75,Sunny,Business,Yes,Yes,17-04-2025,24-04-2025,7,4,2025,Economy,1
Hyderabad,Ahmedabad,943,108.53,No,Flight,Standard,Veg,2,2,35681.37,Sunny,Weekend,No,No,02-03-2024,04-03-2024,2,3,2024,Premium Economy,1.3
Indore,Hyderabad,870,110.44,No,Flight,Standard,Non-Veg,14,4,176314.05,Rainy,Weekend,Yes,No,15-03-2025,29-03-2025,14,3,2025,Premium Economy,1.3
Bhopal,Bangalore,1548,107.94,No,Flight,Resort,Veg,14,4,635373.34,Cloudy,Business,No,Yes,08-12-2024,22-12-2024,14,12,2024,Economy,1
Udaipur,Kolkata,1697,109.15,No,Train,Standard,Veg,13,2,97050.69,Rainy,Festival,Yes,No,02-08-2024,15-08-2024,13,8,2024,EconomyA,1.4
Jaipur,Bangalore,1806,107.56,No,Flight,Luxury,Veg,12,2,213125.79,Cloudy,Business,No,Yes,09-02-2025,21-02-2025,12,2,2025,Economy,1
Goa,Nagpur,1028,95.26,No,Car,Luxury,Mixed,15,2,162842.17,Cloudy,Vacation,Yes,No,02-11-2024,17-11-2024,15,11,2024,Economy,1
Chennai,Jaipur,2353,105.13,No,Car,Luxury,Mixed,11,4,326059.06,Rainy,Weekend,No,No,28-09-2024,09-10-2024,11,9,2024,Economy,1
Indore,Goa,1042,110.09,No,Flight,Budget,Mixed,4,1,16282.71,Cloudy,Vacation,No,Yes,27-04-2024,01-05-2024,4,4,2024,Premium Economy,1.3
Udaipur,Bangalore,1521,108.75,No,Train,Budget,Non-Veg,9,4,61767.67,Rainy,Vacation,Yes,No,06-03-2025,15-03-2025,9,3,2025,3A,1
Kolkata,Nagpur,1317,107.91,No,Flight,Luxury,Veg,6,1,40924.03,Cloudy,Weekend,Yes,Yes,20-12-2024,26-12-2024,6,12,2024,Economy,1
Rishikesh,Bhopal,964,95.73,No,Flight,Budget,Non-Veg,15,3,95545.53,Sunny,Weekend,No,Yes,22-01-2024,06-02-2024,15,1,2024,Economy,1
Nagpur,Chennai,1208,106.8,No,Train,Budget,Non-Veg,3,3,21352.75,Cloudy,Vacation,No,No,10-07-2025,13-07-2025,3,7,2025,SL,0.7
Agra,Varanasi,660,98.81,No,Train,Standard,Veg,15,3,174435.96,Cloudy,Weekend,No,No,03-02-2025,18-02-2025,15,2,2025,2A,1.2
Bhopal,Ahmedabad,628,107.22,No,Bus,Luxury,Veg,9,2,115077.46,Cloudy,Vacation,No,Yes,08-02-2024,17-02-2024,9,2,2024,AC Sleeper,1.3
Hyderabad,Pune,608,107.1,No,Flight,Budget,Veg,11,1,19758.2,Cloudy,Vacation,No,No,23-12-2024,03-01-2025,11,12,2024,Premium Economy,1.3
Bhopal,Indore,205,110.72,No,Flight,Standard,Veg,2,1,8275.32,Cloudy,Vacation,Yes,No,16-01-2024,18-01-2024,2,1,2024,Business,1.8
Surat,Bangalore,1426,98.74,No,Train,Standard,Veg,9,2,67862.76,Rainy,Weekend,Yes,No,17-03-2025,26-03-2025,9,3,2025,EconomyA,1.4
Pune,Nagpur,770,109.41,No,Car,Standard,Mixed,10,4,107997.09,Cloudy,Vacation,No,No,27-04-2025,07-05-2025,10,4,2025,Economy,1
Agra,Rishikesh,405,96.64,Yes,Bus,Standard,Mixed,5,2,50066.82,Sunny,Weekend,Yes,No,25-03-2025,30-03-2025,5,3,2025,Non-AC Seater,1
Kerala,Nagpur,1700,105.69,No,Bus,Standard,Vegan,5,2,34493.54,Rainy,Weekend,No,No,28-07-2024,02-08-2024,5,7,2024,AC Seater,1.15
Pune,Jaipur,1232,109.2,No,Flight,Standard,Non-Veg,5,1,30193.32,Cloudy,Weekend,Yes,No,27-04-2024,02-05-2024,5,4,2024,Premium Economy,1.3
Delhi,Rishikesh,254,94.28,Yes,Train,Luxury,Veg,15,5,748446.81,Sunny,Festival,No,Yes,02-03-2024,17-03-2024,15,3,2024,SL,0.7
Chandigarh,Surat,1414,93.53,No,Flight,Standard,Non-Veg,7,4,156291.28,Cloudy,Weekend,No,No,15-09-2024,22-09-2024,7,9,2024,Premium Economy,1.3
Goa,Pune,508,97.63,No,Train,Budget,Veg,7,2,13631.73,Cloudy,Vacation,Yes,No,02-01-2025,09-01-2025,7,1,2025,3A,1
Rishikesh,Jaipur,479,95.51,No,Flight,Standard,Veg,11,2,105862.61,Sunny,Vacation,No,No,05-08-2025,16-08-2025,11,8,2025,Premium Economy,1.3
Hyderabad,Udaipur,1209,107.48,No,Train,Resort,Veg,8,2,191234.33,Cloudy,Weekend,Yes,No,09-03-2024,17-03-2024,8,3,2024,EconomyA,1.4
Agra,Mumbai,1512,96.98,No,Train,Budget,Veg,14,4,109029.37,Rainy,Business,No,Yes,29-06-2025,13-07-2025,14,6,2025,3A,1
Bangalore,Chennai,398,100.81,No,Train,Standard,Veg,14,5,205008.62,Sunny,Business,No,Yes,19-05-2024,02-06-2024,14,5,2024,3A,1
Kerala,Udaipur,1874,108,Yes,Flight,Standard,Veg,6,1,49335.87,Cloudy,Weekend,No,Yes,15-01-2025,21-01-2025,6,1,2025,Premium Economy,1.3
Kerala,Jaipur,2512,106.9,No,Flight,Budget,Vegan,5,5,148366.72,Sunny,Vacation,No,No,10-04-2024,15-04-2024,5,4,2024,Premium Economy,1.3
Ahmedabad,Chennai,1710,95.87,No,Train,Luxury,Veg,12,3,274326.28,Snowy,Business,No,No,11-05-2024,23-05-2024,12,5,2024,EconomyA,1.4
Udaipur,Delhi,696,109.42,No,Car,Standard,Veg,13,1,48003.06,Rainy,Business,Yes,Yes,01-09-2025,14-09-2025,13,9,2025,Economy,1
Rishikesh,Surat,1366,96.93,No,Flight,Standard,Veg,10,1,50623.13,Sunny,Festival,No,No,08-02-2024,18-02-2024,10,2,2024,Business,1.8
Pune,Goa,437,108.33,No,Car,Budget,Vegan,9,3,30079.03,Sunny,Vacation,Yes,No,28-03-2025,06-04-2025,9,3,2025,Economy,1
Mumbai,Bhopal,882,109.36,No,Bus,Standard,Veg,14,3,140429.29,Sunny,Weekend,No,No,30-04-2025,14-05-2025,14,4,2025,Non-AC Sleeper,1.1
Jaipur,Indore,524,110.11,No,Bus,Standard,Veg,9,1,29657.64,Sunny,Weekend,Yes,Yes,05-08-2025,14-08-2025,9,8,2025,Non-AC Seater,1
Kerala,Agra,2166,107.97,Yes,Car,Luxury,Veg,12,2,216436.34,Cloudy,Vacation,No,Yes,23-02-2024,06-03-2024,12,2,2024,Economy,1
Hyderabad,Udaipur,1235,111.03,No,Flight,Luxury,Non-Veg,13,1,99895.39,Rainy,Vacation,No,No,18-08-2025,31-08-2025,13,8,2025,Economy,1
Indore,Kerala,1819,109.77,No,Train,Standard,Veg,14,3,108441.52,Rainy,Weekend,Yes,Yes,20-02-2025,06-03-2025,14,2,2025,2A,1.2
Mumbai,Varanasi,1479,109.96,No,Flight,Standard,Vegan,11,3,123137.43,Cloudy,Vacation,Yes,Yes,09-01-2025,20-01-2025,11,1,2025,Premium Economy,1.3
Bangalore,Mumbai,1158,102.69,No,Flight,Standard,Non-Veg,7,4,129301,Rainy,Business,No,Yes,02-02-2024,09-02-2024,7,2,2024,Business,1.8
Nagpur,Surat,722,105.92,No,Car,Standard,Mixed,12,4,128558.14,Sunny,Vacation,No,No,19-01-2025,31-01-2025,12,1,2025,Economy,1
Delhi,Agra,257,94.23,Yes,Train,Standard,Non-Veg,10,1,45669.74,Sunny,Festival,Yes,No,31-01-2024,10-02-2024,10,1,2024,EconomyA,1.4
Nagpur,Jaipur,935,109.61,Yes,Flight,Luxury,Veg,5,5,209856.32,Cloudy,Vacation,No,No,06-12-2024,11-12-2024,5,12,2024,Premium Economy,1.3
Lucknow,Delhi,545,96.13,No,Train,Budget,Non-Veg,6,3,29144.41,Rainy,Weekend,No,Yes,17-10-2024,23-10-2024,6,10,2024,EconomyA,1.4
Bangalore,Nagpur,1127,103.46,No,Flight,Standard,Veg,8,2,62619.21,Sunny,Business,Yes,No,13-05-2025,21-05-2025,8,5,2025,Economy,1
Ahmedabad,Varanasi,1353,98.27,No,Flight,Budget,Veg,10,2,55923.48,Cloudy,Festival,Yes,Yes,23-07-2025,02-08-2025,10,7,2025,Business,1.8
Agra,Delhi,243,98.58,No,Car,Budget,Mixed,5,2,18898.83,Rainy,Business,No,Yes,16-02-2024,21-02-2024,5,2,2024,Economy,1
