Trip_ID,Source,Destination,Distance_km,Fuel_Price,Peak_Season,Travel_Mode,Hotel_Type,Food_Preference,Days,Travelers,Cost,"Weather (Sunny, Rainy, Snowy, Cloudy)","Holiday Type (Festival, Weekend, Vacation, Business)",Discount (Yes/No),Travel Insurance (Yes/No),Ratings (1–5 stars),Start_Date,End_Date,Avg_Cost_per_Traveler
171,Chandigarh,Varanasi,1041,94.26,No,Train,Standard,Veg,5,1,18136.51,Cloudy,Vacation,No,Yes,3,2025-06-19,2025-06-24,18136.51
172,Chandigarh,Goa,2260,94.75,No,Flight,Standard,Non-Veg,13,3,216198.3,Rainy,Weekend,No,No,4,2025-07-06,2025-07-19,72066.1
173,Kolkata,Delhi,1443,106.55,No,Flight,Standard,Veg,8,3,146675.15,Sunny,Business,No,Yes,2,2024-11-26,2024-12-04,48891.72
174,Jaipur,Kolkata,1679,108.14,No,Train,Luxury,Veg,13,2,213625.13,Sunny,Weekend,No,Yes,5,2025-05-05,2025-05-18,106812.57
175,Rishikesh,Delhi,226,97.43,No,Bus,Standard,Mixed,7,3,65236.75,Sunny,Vacation,Yes,No,4,2025-01-28,2025-02-04,21745.58
176,Ahmedabad,Delhi,992,97.56,No,Car,Luxury,Mixed,7,5,244285.01,Sunny,Business,No,Yes,4,2024-12-24,2024-12-31,48857.0
177,Chandigarh,Bhopal,1027,95.2,No,Train,Budget,Mixed,13,5,92610.25,Rainy,Vacation,No,No,3,2024-10-01,2024-10-14,18522.05
178,Indore,Udaipur,378,107.23,No,Car,Budget,Veg,10,4,47914.68,Cloudy,Weekend,No,No,4,2024-10-09,2024-10-19,11978.67
179,Pune,Rishikesh,1732,109.4,No,Train,Luxury,Veg,8,2,137247.28,Sunny,Festival,No,Yes,5,2025-01-31,2025-02-08,68623.64
180,Rishikesh,Varanasi,874,96.61,No,Flight,Standard,Vegan,2,1,18820.19,Cloudy,Festival,No,Yes,4,2024-06-13,2024-06-15,18820.19
181,Hyderabad,Rishikesh,1894,110.78,No,Flight,Standard,Veg,4,2,72715.93,Rainy,Weekend,No,No,4,2025-08-31,2025-09-04,36357.97
182,Pune,Agra,1214,108.72,Yes,Flight,Resort,Veg,14,2,377464.06,Cloudy,Vacation,No,No,1,2025-01-17,2025-01-31,188732.03
183,Kolkata,Udaipur,1938,105.7,No,Train,Standard,Non-Veg,3,2,25478.43,Sunny,Weekend,Yes,No,3,2025-06-05,2025-06-08,12739.21
184,Ahmedabad,Delhi,1055,98.69,No,Train,Standard,Veg,15,2,115145.87,Cloudy,Business,Yes,No,4,2024-07-15,2024-07-30,57572.94
185,Udaipur,Goa,1234,108.59,No,Flight,Standard,Veg,5,2,55849.48,Rainy,Vacation,No,No,5,2025-08-26,2025-08-31,27924.74
186,Nagpur,Mumbai,921,104.86,No,Train,Standard,Veg,12,2,95644.16,Sunny,Business,No,Yes,1,2024-03-28,2024-04-09,47822.08
187,Jaipur,Chandigarh,523,109.27,No,Car,Standard,Vegan,4,3,44923.13,Sunny,Vacation,No,No,1,2025-06-17,2025-06-21,14974.38
188,Kolkata,Indore,1474,104.78,No,Flight,Luxury,Veg,15,1,105502.81,Sunny,Weekend,No,No,3,2025-03-30,2025-04-14,105502.81
189,Varanasi,Kolkata,773,97.09,No,Train,Luxury,Mixed,2,1,19177.2,Rainy,Business,Yes,No,5,2024-06-28,2024-06-30,19177.2
190,Varanasi,Kolkata,737,98.73,No,Train,Standard,Veg,13,2,88088.27,Cloudy,Vacation,No,No,4,2024-10-23,2024-11-05,44044.13
191,Delhi,Kolkata,1651,95.85,No,Flight,Budget,Veg,2,3,44509.56,Cloudy,Weekend,Yes,No,4,2024-04-04,2024-04-06,14836.52
192,Hyderabad,Agra,1278,111.99,No,Flight,Standard,Veg,12,1,38173.47,Sunny,Vacation,Yes,Yes,1,2025-06-19,2025-07-01,38173.47
193,Kerala,Hyderabad,978,108.59,No,Train,Luxury,Mixed,7,1,74165.52,Cloudy,Weekend,No,Yes,3,2024-08-06,2024-08-13,74165.52
194,Kerala,Rishikesh,2641,106.57,No,Flight,Resort,Veg,10,3,345027.77,Rainy,Festival,Yes,Yes,2,2024-11-11,2024-11-21,115009.26
195,Bangalore,Goa,492,101.83,No,Flight,Standard,Non-Veg,10,3,124648.23,Cloudy,Vacation,Yes,No,5,2024-07-27,2024-08-06,41549.41
196,Rishikesh,Pune,1664,96.08,No,Train,Standard,Veg,5,2,36289.45,Cloudy,Festival,No,No,3,2025-02-17,2025-02-22,18144.73
197,Hyderabad,Chennai,659,110.92,No,Train,Luxury,Veg,11,3,205318.04,Rainy,Vacation,Yes,No,5,2025-01-22,2025-02-02,68439.35
198,Chandigarh,Lucknow,701,96.06,No,Car,Budget,Veg,5,5,31843.9,Rainy,Weekend,No,No,5,2024-05-07,2024-05-12,6368.78
199,Kerala,Nagpur,1624,106.83,No,Train,Budget,Veg,6,2,19759.36,Cloudy,Weekend,No,No,3,2025-01-18,2025-01-24,9879.68
200,Ahmedabad,Delhi,1053,96.16,No,Flight,Budget,Veg,15,2,72530.04,Snowy,Festival,No,Yes,4,2024-10-03,2024-10-18,36265.02
201,Chandigarh,Kolkata,1717,96.73,No,Train,Standard,Mixed,13,1,41292.19,Rainy,Weekend,No,Yes,3,2024-02-21,2024-03-05,41292.19
202,Kolkata,Ahmedabad,1895,105.86,No,Flight,Standard,Veg,2,1,23130.58,Rainy,Weekend,No,No,3,2025-08-07,2025-08-09,23130.58
203,Pune,Delhi,1288,105.3,No,Train,Budget,Veg,10,1,16633.07,Sunny,Business,No,No,5,2024-11-08,2024-11-18,16633.07
204,Jaipur,Lucknow,650,109.33,No,Bus,Standard,Non-Veg,9,1,30898.41,Cloudy,Vacation,Yes,No,4,2024-09-15,2024-09-24,30898.41
205,Chandigarh,Bangalore,2650,95.19,No,Train,Luxury,Non-Veg,11,4,361747.19,Rainy,Business,No,Yes,4,2024-01-15,2024-01-26,90436.8
206,Bangalore,Mumbai,1105,100.27,No,Train,Standard,Veg,7,2,50822.72,Cloudy,Weekend,No,No,5,2025-02-12,2025-02-19,25411.36
207,Goa,Rishikesh,1970,96.05,No,Train,Standard,Veg,7,3,101085.27,Sunny,Weekend,No,Yes,5,2024-10-23,2024-10-30,33695.09
208,Hyderabad,Goa,582,107.39,No,Train,Budget,Mixed,5,1,10228.9,Rainy,Weekend,No,No,4,2024-06-20,2024-06-25,10228.9
209,Nagpur,Delhi,997,108.82,No,Flight,Budget,Veg,6,3,64241.82,Sunny,Vacation,No,Yes,3,2024-03-04,2024-03-10,21413.94
210,Bangalore,Lucknow,2119,104.97,No,Car,Budget,Vegan,10,5,56777.6,Cloudy,Vacation,Yes,No,5,2025-08-30,2025-09-09,11355.52
211,Agra,Chennai,1928,96.15,No,Train,Budget,Vegan,14,3,81227.23,Cloudy,Business,No,No,2,2024-12-23,2025-01-06,27075.74
212,Agra,Delhi,213,95.69,No,Bus,Resort,Mixed,12,1,134163.45,Cloudy,Business,No,No,5,2024-05-27,2024-06-08,134163.45
213,Nagpur,Varanasi,763,105.71,No,Flight,Budget,Mixed,10,1,23252.74,Sunny,Vacation,No,Yes,2,2024-04-22,2024-05-02,23252.74
214,Kolkata,Goa,2165,107.35,No,Train,Standard,Non-Veg,10,3,100318.62,Sunny,Vacation,No,Yes,3,2024-11-21,2024-12-01,33439.54
215,Hyderabad,Kerala,1016,111.77,Yes,Train,Standard,Vegan,9,1,38527.29,Sunny,Weekend,No,Yes,4,2024-12-17,2024-12-26,38527.29
216,Agra,Chennai,2227,97.69,No,Car,Standard,Veg,11,3,113302.77,Sunny,Weekend,Yes,Yes,1,2025-07-06,2025-07-17,37767.59
217,Jaipur,Surat,917,107.75,No,Train,Budget,Veg,8,1,10923.73,Rainy,Weekend,Yes,No,4,2024-06-04,2024-06-12,10923.73
218,Chennai,Nagpur,1132,102.14,No,Car,Standard,Non-Veg,9,3,88272.28,Sunny,Vacation,No,Yes,1,2025-08-18,2025-08-27,29424.09
219,Lucknow,Rishikesh,570,98.63,No,Car,Budget,Non-Veg,5,5,31186.9,Sunny,Vacation,Yes,No,5,2025-02-03,2025-02-08,6237.38
220,Lucknow,Varanasi,307,98.82,No,Train,Luxury,Veg,9,1,89581.28,Sunny,Weekend,No,No,3,2024-08-31,2024-09-09,89581.28
221,Bangalore,Ahmedabad,1373,104.9,No,Train,Resort,Mixed,15,2,223960.01,Rainy,Weekend,No,No,3,2024-07-16,2024-07-31,111980.01
222,Bhopal,Surat,550,109.89,No,Train,Standard,Non-Veg,9,1,26792.09,Sunny,Weekend,Yes,Yes,3,2025-04-07,2025-04-16,26792.09
223,Nagpur,Rishikesh,1349,105.94,Yes,Flight,Standard,Veg,12,1,60019.91,Rainy,Festival,No,Yes,2,2024-05-29,2024-06-10,60019.91
224,Mumbai,Agra,1419,109.03,Yes,Train,Budget,Vegan,5,1,11939.65,Sunny,Weekend,No,No,4,2024-01-16,2024-01-21,11939.65
225,Nagpur,Surat,870,109.11,No,Flight,Standard,Veg,7,2,48337.02,Sunny,Weekend,No,Yes,3,2025-05-12,2025-05-19,24168.51
226,Nagpur,Rishikesh,1328,104.84,No,Train,Budget,Veg,15,3,69992.09,Sunny,Weekend,Yes,No,2,2024-11-21,2024-12-06,23330.7
227,Agra,Delhi,233,98.03,No,Train,Standard,Non-Veg,10,4,140679.21,Cloudy,Business,Yes,Yes,4,2025-05-08,2025-05-18,35169.8
228,Pune,Bhopal,897,104.14,No,Train,Luxury,Non-Veg,2,1,14963.24,Sunny,Vacation,Yes,Yes,3,2025-06-21,2025-06-23,14963.24
229,Hyderabad,Mumbai,753,107.3,No,Flight,Resort,Mixed,11,1,176021.51,Sunny,Business,No,No,3,2024-04-07,2024-04-18,176021.51
230,Kerala,Varanasi,2517,105.59,No,Flight,Standard,Mixed,6,3,99205.09,Sunny,Vacation,Yes,No,5,2025-06-12,2025-06-18,33068.36
231,Chandigarh,Udaipur,1089,95.63,No,Flight,Budget,Veg,4,2,30293.6,Sunny,Festival,Yes,No,3,2025-03-21,2025-03-25,15146.8
232,Chennai,Jaipur,1822,103.13,Yes,Train,Standard,Veg,15,2,149772.59,Sunny,Vacation,No,No,5,2024-02-15,2024-03-01,74886.3
233,Goa,Hyderabad,595,96.43,No,Car,Luxury,Vegan,13,1,125950.79,Sunny,Business,No,Yes,5,2024-06-02,2024-06-15,125950.79
234,Goa,Chandigarh,2197,97.86,No,Train,Luxury,Veg,15,5,349732.76,Sunny,Weekend,No,No,4,2024-10-13,2024-10-28,69946.55
235,Delhi,Agra,237,96.33,Yes,Train,Budget,Veg,7,3,36140.74,Sunny,Festival,No,No,4,2025-01-27,2025-02-03,12046.91
236,Agra,Kerala,2424,96.79,Yes,Bus,Luxury,Vegan,8,1,89548.65,Rainy,Vacation,Yes,No,3,2024-08-25,2024-09-02,89548.65
237,Pune,Indore,600,106.69,No,Flight,Standard,Vegan,5,1,24258.58,Sunny,Vacation,No,Yes,4,2024-01-08,2024-01-13,24258.58
238,Kerala,Udaipur,2140,106.05,No,Flight,Standard,Mixed,8,3,116200.43,Rainy,Vacation,Yes,No,3,2024-06-28,2024-07-06,38733.48
239,Mumbai,Jaipur,1265,109.7,No,Flight,Budget,Non-Veg,2,1,17274.31,Sunny,Weekend,No,No,4,2025-08-30,2025-09-01,17274.31
240,Varanasi,Bhopal,741,97.19,No,Car,Standard,Non-Veg,11,5,181662.02,Sunny,Festival,No,No,2,2025-02-22,2025-03-05,36332.4
241,Goa,Hyderabad,594,95.25,No,Car,Budget,Vegan,15,1,27841.96,Rainy,Business,No,Yes,5,2024-08-29,2024-09-13,27841.96
242,Kolkata,Mumbai,1951,104.84,No,Flight,Budget,Mixed,6,3,100539.48,Cloudy,Business,No,No,3,2025-07-28,2025-08-03,33513.16
243,Nagpur,Surat,798,108.71,No,Train,Budget,Non-Veg,8,4,43847.87,Cloudy,Vacation,No,No,3,2024-10-05,2024-10-13,10961.97
244,Ahmedabad,Chennai,1493,95.8,No,Train,Budget,Veg,12,4,102373.33,Cloudy,Business,No,No,5,2025-03-14,2025-03-26,25593.33
245,Hyderabad,Surat,800,110.62,No,Flight,Budget,Non-Veg,11,2,49715.34,Sunny,Weekend,No,Yes,4,2025-02-01,2025-02-12,24857.67
246,Surat,Kerala,1679,97.17,No,Flight,Budget,Mixed,8,3,69858.02,Cloudy,Vacation,No,No,3,2025-03-20,2025-03-28,23286.01
247,Rishikesh,Kolkata,1430,94.37,No,Train,Standard,Veg,7,5,149351.15,Rainy,Weekend,No,No,5,2025-05-09,2025-05-16,29870.23
248,Indore,Rishikesh,1031,110.38,No,Flight,Standard,Vegan,3,1,20996.78,Cloudy,Vacation,No,No,4,2024-12-28,2024-12-31,20996.78
249,Chandigarh,Varanasi,1016,95.14,No,Train,Luxury,Non-Veg,7,2,103253.11,Sunny,Weekend,No,Yes,3,2025-06-19,2025-06-26,51626.56
250,Mumbai,Lucknow,1457,106.69,No,Flight,Budget,Vegan,14,2,61165.49,Sunny,Vacation,Yes,Yes,5,2024-07-13,2024-07-27,30582.75
251,Goa,Bhopal,1151,97.53,No,Flight,Resort,Veg,5,3,190799.94,Sunny,Business,No,Yes,4,2025-04-23,2025-04-28,63599.98
252,Hyderabad,Varanasi,1328,108.41,No,Flight,Budget,Non-Veg,12,1,26044.54,Sunny,Weekend,No,Yes,4,2024-04-18,2024-04-30,26044.54
253,Goa,Lucknow,1609,95.41,No,Flight,Standard,Vegan,2,1,24907.89,Sunny,Weekend,No,Yes,2,2025-01-18,2025-01-20,24907.89
254,Kolkata,Pune,1674,107.5,No,Flight,Budget,Veg,13,1,24405.03,Sunny,Weekend,No,Yes,4,2025-03-28,2025-04-10,24405.03
255,Nagpur,Goa,1074,106.76,No,Flight,Standard,Non-Veg,4,2,60867.8,Sunny,Festival,No,Yes,2,2025-04-28,2025-05-02,30433.9
256,Goa,Jaipur,1708,97.64,No,Flight,Budget,Veg,8,1,25019.11,Rainy,Vacation,No,No,5,2024-04-09,2024-04-17,25019.11
257,Chennai,Kolkata,1747,105.55,No,Train,Luxury,Vegan,2,1,16564.55,Sunny,Weekend,Yes,No,3,2025-08-29,2025-08-31,16564.55
258,Udaipur,Kolkata,1871,107.97,No,Train,Budget,Veg,10,1,16450.73,Sunny,Business,Yes,Yes,4,2024-10-22,2024-11-01,16450.73
259,Bangalore,Chandigarh,2450,102.26,No,Train,Luxury,Veg,13,3,290482.27,Cloudy,Festival,No,No,5,2024-12-10,2024-12-23,96827.42
260,Surat,Udaipur,499,97.01,No,Train,Standard,Veg,10,4,120983.33,Sunny,Festival,No,No,3,2024-06-19,2024-06-29,30245.83
261,Surat,Chandigarh,1416,96.14,No,Flight,Standard,Vegan,4,1,22236.82,Sunny,Vacation,Yes,No,4,2024-03-31,2024-04-04,22236.82
262,Mumbai,Hyderabad,885,105.61,No,Flight,Standard,Veg,4,2,43190.81,Cloudy,Weekend,Yes,Yes,3,2024-01-10,2024-01-14,21595.4
263,Udaipur,Kolkata,1911,109.76,No,Train,Budget,Veg,2,3,18262.84,Rainy,Business,Yes,No,4,2025-06-18,2025-06-20,6087.61
264,Chandigarh,Chennai,2798,94.99,No,Train,Budget,Non-Veg,11,2,40026.75,Cloudy,Weekend,No,No,1,2025-03-06,2025-03-17,20013.38
265,Mumbai,Udaipur,853,107.19,No,Train,Budget,Veg,7,2,23444.62,Rainy,Weekend,No,Yes,3,2025-07-13,2025-07-20,11722.31
266,Mumbai,Pune,163,108.04,No,Bus,Standard,Vegan,7,3,42290.58,Rainy,Weekend,Yes,Yes,4,2024-10-25,2024-11-01,14096.86
267,Goa,Kolkata,2350,96.47,No,Flight,Budget,Veg,5,3,81341.23,Sunny,Business,Yes,Yes,4,2024-06-05,2024-06-10,27113.74
268,Pune,Delhi,1432,106.62,No,Flight,Standard,Vegan,2,4,75802.48,Sunny,Vacation,No,Yes,4,2025-06-24,2025-06-26,18950.62
269,Ahmedabad,Nagpur,765,98.49,No,Bus,Standard,Veg,10,4,93424.02,Rainy,Vacation,No,No,4,2024-07-07,2024-07-17,23356.01
270,Ahmedabad,Udaipur,273,98.52,Yes,Train,Standard,Veg,3,5,57250.02,Rainy,Vacation,Yes,No,5,2024-01-18,2024-01-21,11450.0
271,Agra,Chandigarh,457,96.49,No,Train,Standard,Veg,11,4,93568.72,Rainy,Weekend,Yes,No,2,2024-10-25,2024-11-05,23392.18
272,Rishikesh,Mumbai,1506,94.5,No,Car,Standard,Veg,7,1,32752.75,Sunny,Business,Yes,Yes,2,2025-04-17,2025-04-24,32752.75
273,Hyderabad,Ahmedabad,943,108.53,No,Flight,Standard,Veg,2,2,35681.37,Sunny,Weekend,No,No,5,2024-03-02,2024-03-04,17840.68
274,Indore,Hyderabad,870,110.44,No,Flight,Standard,Non-Veg,14,4,176314.05,Rainy,Weekend,Yes,No,1,2025-03-15,2025-03-29,44078.51
275,Bhopal,Bangalore,1548,107.94,No,Flight,Resort,Veg,14,4,635373.34,Cloudy,Business,No,Yes,2,2024-12-08,2024-12-22,158843.33
276,Udaipur,Kolkata,1697,109.15,No,Train,Standard,Veg,13,2,97050.69,Rainy,Festival,Yes,No,4,2024-08-02,2024-08-15,48525.34
277,Jaipur,Bangalore,1806,107.56,No,Flight,Luxury,Veg,12,2,213125.79,Cloudy,Business,No,Yes,3,2025-02-09,2025-02-21,106562.89
278,Goa,Nagpur,1028,95.26,No,Car,Luxury,Mixed,15,2,162842.17,Cloudy,Vacation,Yes,No,4,2024-11-02,2024-11-17,81421.08
279,Chennai,Jaipur,2353,105.13,No,Car,Luxury,Mixed,11,4,326059.06,Rainy,Weekend,No,No,1,2024-09-28,2024-10-09,81514.76
280,Indore,Goa,1042,110.09,No,Flight,Budget,Mixed,4,1,16282.71,Cloudy,Vacation,No,Yes,5,2024-04-27,2024-05-01,16282.71
281,Udaipur,Bangalore,1521,108.75,No,Train,Budget,Non-Veg,9,4,61767.67,Rainy,Vacation,Yes,No,2,2025-03-06,2025-03-15,15441.92
282,Kolkata,Nagpur,1317,107.91,No,Flight,Luxury,Veg,6,1,40924.03,Cloudy,Weekend,Yes,Yes,3,2024-12-20,2024-12-26,40924.03
283,Rishikesh,Bhopal,964,95.73,No,Flight,Budget,Non-Veg,15,3,95545.53,Sunny,Weekend,No,Yes,4,2024-01-22,2024-02-06,31848.51
284,Nagpur,Chennai,1208,106.8,No,Train,Budget,Non-Veg,3,3,21352.75,Cloudy,Vacation,No,No,2,2025-07-10,2025-07-13,7117.58
285,Agra,Varanasi,660,98.81,No,Train,Standard,Veg,15,3,174435.96,Cloudy,Weekend,No,No,5,2025-02-03,2025-02-18,58145.32
286,Bhopal,Ahmedabad,628,107.22,No,Bus,Luxury,Veg,9,2,115077.46,Cloudy,Vacation,No,Yes,5,2024-02-08,2024-02-17,57538.73
287,Hyderabad,Pune,608,107.1,No,Flight,Budget,Veg,11,1,19758.2,Cloudy,Vacation,No,No,4,2024-12-23,2025-01-03,19758.2
288,Bhopal,Indore,205,110.72,No,Flight,Standard,Veg,2,1,8275.32,Cloudy,Vacation,Yes,No,4,2024-01-16,2024-01-18,8275.32
289,Surat,Bangalore,1426,98.74,No,Train,Standard,Veg,9,2,67862.76,Rainy,Weekend,Yes,No,3,2025-03-17,2025-03-26,33931.38
290,Pune,Nagpur,770,109.41,No,Car,Standard,Mixed,10,4,107997.09,Cloudy,Vacation,No,No,2,2025-04-27,2025-05-07,26999.27
291,Agra,Rishikesh,405,96.64,Yes,Bus,Standard,Mixed,5,2,50066.82,Sunny,Weekend,Yes,No,5,2025-03-25,2025-03-30,25033.41
292,Kerala,Nagpur,1700,105.69,No,Bus,Standard,Vegan,5,2,34493.54,Rainy,Weekend,No,No,5,2024-07-28,2024-08-02,17246.77
293,Pune,Jaipur,1232,109.2,No,Flight,Standard,Non-Veg,5,1,30193.32,Cloudy,Weekend,Yes,No,3,2024-04-27,2024-05-02,30193.32
294,Delhi,Rishikesh,254,94.28,Yes,Train,Luxury,Veg,15,5,748446.81,Sunny,Festival,No,Yes,4,2024-03-02,2024-03-17,149689.36
295,Chandigarh,Surat,1414,93.53,No,Flight,Standard,Non-Veg,7,4,156291.28,Cloudy,Weekend,No,No,3,2024-09-15,2024-09-22,39072.82
296,Goa,Pune,508,97.63,No,Train,Budget,Veg,7,2,13631.73,Cloudy,Vacation,Yes,No,4,2025-01-02,2025-01-09,6815.87
297,Rishikesh,Jaipur,479,95.51,No,Flight,Standard,Veg,11,2,105862.61,Sunny,Vacation,No,No,4,2025-08-05,2025-08-16,52931.31
298,Hyderabad,Udaipur,1209,107.48,No,Train,Resort,Veg,8,2,191234.33,Cloudy,Weekend,Yes,No,3,2024-03-09,2024-03-17,95617.16
299,Agra,Mumbai,1512,96.98,No,Train,Budget,Veg,14,4,109029.37,Rainy,Business,No,Yes,4,2025-06-29,2025-07-13,27257.34
300,Bangalore,Chennai,398,100.81,No,Train,Standard,Veg,14,5,205008.62,Sunny,Business,No,Yes,4,2024-05-19,2024-06-02,41001.72
301,Kerala,Udaipur,1874,108.0,Yes,Flight,Standard,Veg,6,1,49335.87,Cloudy,Weekend,No,Yes,4,2025-01-15,2025-01-21,49335.87
302,Kerala,Jaipur,2512,106.9,No,Flight,Budget,Vegan,5,5,148366.72,Sunny,Vacation,No,No,3,2024-04-10,2024-04-15,29673.34
303,Ahmedabad,Chennai,1710,95.87,No,Train,Luxury,Veg,12,3,274326.28,Snowy,Business,No,No,4,2024-05-11,2024-05-23,91442.09
304,Udaipur,Delhi,696,109.42,No,Car,Standard,Veg,13,1,48003.06,Rainy,Business,Yes,Yes,4,2025-09-01,2025-09-14,48003.06
305,Rishikesh,Surat,1366,96.93,No,Flight,Standard,Veg,10,1,50623.13,Sunny,Festival,No,No,5,2024-02-08,2024-02-18,50623.13
306,Pune,Goa,437,108.33,No,Car,Budget,Vegan,9,3,30079.03,Sunny,Vacation,Yes,No,4,2025-03-28,2025-04-06,10026.34
307,Mumbai,Bhopal,882,109.36,No,Bus,Standard,Veg,14,3,140429.29,Sunny,Weekend,No,No,4,2025-04-30,2025-05-14,46809.76
308,Jaipur,Indore,524,110.11,No,Bus,Standard,Veg,9,1,29657.64,Sunny,Weekend,Yes,Yes,3,2025-08-05,2025-08-14,29657.64
309,Kerala,Agra,2166,107.97,Yes,Car,Luxury,Veg,12,2,216436.34,Cloudy,Vacation,No,Yes,2,2024-02-23,2024-03-06,108218.17
310,Hyderabad,Udaipur,1235,111.03,No,Flight,Luxury,Non-Veg,13,1,99895.39,Rainy,Vacation,No,No,5,2025-08-18,2025-08-31,99895.39
311,Indore,Kerala,1819,109.77,No,Train,Standard,Veg,14,3,108441.52,Rainy,Weekend,Yes,Yes,4,2025-02-20,2025-03-06,36147.17
312,Mumbai,Varanasi,1479,109.96,No,Flight,Standard,Vegan,11,3,123137.43,Cloudy,Vacation,Yes,Yes,4,2025-01-09,2025-01-20,41045.81
313,Bangalore,Mumbai,1158,102.69,No,Flight,Standard,Non-Veg,7,4,129301.0,Rainy,Business,No,Yes,3,2024-02-02,2024-02-09,32325.25
314,Nagpur,Surat,722,105.92,No,Car,Standard,Mixed,12,4,128558.14,Sunny,Vacation,No,No,1,2025-01-19,2025-01-31,32139.53
315,Delhi,Agra,257,94.23,Yes,Train,Standard,Non-Veg,10,1,45669.74,Sunny,Festival,Yes,No,3,2024-01-31,2024-02-10,45669.74
316,Nagpur,Jaipur,935,109.61,Yes,Flight,Luxury,Veg,5,5,209856.32,Cloudy,Vacation,No,No,2,2024-12-06,2024-12-11,41971.26
317,Lucknow,Delhi,545,96.13,No,Train,Budget,Non-Veg,6,3,29144.41,Rainy,Weekend,No,Yes,4,2024-10-17,2024-10-23,9714.8
318,Bangalore,Nagpur,1127,103.46,No,Flight,Standard,Veg,8,2,62619.21,Sunny,Business,Yes,No,2,2025-05-13,2025-05-21,31309.61
319,Ahmedabad,Varanasi,1353,98.27,No,Flight,Budget,Veg,10,2,55923.48,Cloudy,Festival,Yes,Yes,3,2025-07-23,2025-08-02,27961.74
320,Agra,Delhi,243,98.58,No,Car,Budget,Mixed,5,2,18898.83,Rainy,Business,No,Yes,5,2024-02-16,2024-02-21,9449.42
321,Rishikesh,Hyderabad,1967,94.42,No,Train,Standard,Non-Veg,5,5,115996.31,Cloudy,Weekend,No,Yes,3,2025-01-03,2025-01-08,23199.26
322,Agra,Kolkata,1431,98.79,No,Flight,Standard,Non-Veg,7,1,36577.14,Sunny,Business,No,Yes,3,2024-03-11,2024-03-18,36577.14
323,Chandigarh,Kolkata,1640,93.77,No,Flight,Budget,Non-Veg,2,3,66532.29,Rainy,Business,No,Yes,4,2025-07-19,2025-07-21,22177.43
324,Mumbai,Hyderabad,784,108.99,No,Train,Luxury,Non-Veg,4,1,30888.61,Sunny,Weekend,Yes,No,5,2025-03-17,2025-03-21,30888.61
325,Bangalore,Pune,901,103.14,No,Flight,Budget,Veg,4,4,54587.82,Sunny,Vacation,No,No,4,2025-01-11,2025-01-15,13646.95
326,Hyderabad,Agra,1368,109.41,Yes,Flight,Luxury,Non-Veg,15,1,209521.8,Cloudy,Festival,No,No,3,2024-01-27,2024-02-11,209521.8
327,Kerala,Varanasi,2202,107.66,No,Train,Luxury,Veg,9,4,242825.27,Cloudy,Weekend,No,No,4,2025-03-20,2025-03-29,60706.32
328,Delhi,Mumbai,1628,95.83,No,Flight,Standard,Non-Veg,6,3,128296.17,Sunny,Business,No,No,2,2024-10-18,2024-10-24,42765.39
329,Hyderabad,Kerala,1080,108.6,No,Train,Standard,Mixed,4,3,40676.19,Sunny,Festival,Yes,Yes,1,2025-02-27,2025-03-03,13558.73
330,Agra,Chandigarh,546,96.14,No,Bus,Standard,Veg,10,2,53737.66,Sunny,Vacation,No,No,4,2025-07-11,2025-07-21,26868.83
331,Lucknow,Surat,1214,95.14,No,Train,Standard,Veg,7,2,43415.52,Sunny,Weekend,No,No,3,2025-06-03,2025-06-10,21707.76
332,Goa,Udaipur,1357,95.03,No,Flight,Standard,Veg,15,2,140583.27,Rainy,Vacation,No,No,2,2025-08-29,2025-09-13,70291.63
333,Chandigarh,Lucknow,725,94.13,No,Train,Standard,Veg,7,2,41518.61,Sunny,Weekend,No,Yes,5,2024-07-26,2024-08-02,20759.3
334,Rishikesh,Kolkata,1662,97.53,No,Train,Budget,Veg,14,1,21572.39,Cloudy,Weekend,No,No,4,2025-07-13,2025-07-27,21572.39
335,Jaipur,Delhi,255,110.61,No,Car,Budget,Vegan,11,1,12707.58,Rainy,Vacation,No,No,5,2024-03-12,2024-03-23,12707.58
336,Goa,Surat,716,95.26,No,Car,Standard,Veg,4,4,53424.0,Sunny,Vacation,No,No,5,2025-04-13,2025-04-17,13356.0
337,Bhopal,Indore,221,108.1,No,Train,Budget,Veg,14,4,65236.22,Sunny,Business,Yes,Yes,5,2024-04-02,2024-04-16,16309.06
338,Indore,Nagpur,416,109.07,No,Train,Budget,Veg,9,4,39699.27,Sunny,Weekend,No,Yes,2,2024-08-03,2024-08-12,9924.82
339,Hyderabad,Bangalore,710,108.37,No,Flight,Standard,Vegan,6,3,82822.46,Sunny,Business,No,Yes,2,2024-03-16,2024-03-22,27607.49
340,Indore,Delhi,928,109.78,No,Flight,Standard,Non-Veg,3,5,89778.03,Cloudy,Business,Yes,No,3,2024-01-05,2024-01-08,17955.61
341,Kolkata,Chandigarh,1844,107.94,No,Flight,Standard,Veg,15,4,218884.91,Cloudy,Vacation,No,No,5,2024-03-23,2024-04-07,54721.23
342,Pune,Hyderabad,710,109.27,No,Flight,Budget,Veg,7,2,37795.55,Sunny,Vacation,No,No,5,2025-07-05,2025-07-12,18897.78
343,Bangalore,Bhopal,1394,102.32,No,Flight,Luxury,Vegan,8,3,151792.63,Cloudy,Vacation,Yes,Yes,1,2024-03-04,2024-03-12,50597.54
